
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C)
1423.250000,1.3380E-007,1423.250000,-9.5140E-009,1423.250000,1.3380E005
1423.375000,1.2200E-007,1423.375000,-4.5670E-008,1423.375000,1.2200E005
1423.500000,9.7270E-008,1423.500000,-1.5740E-008,1423.500000,9.7270E004
1423.625000,1.0150E-007,1423.625000,-5.1180E-008,1423.625000,1.0150E005
1423.750000,1.2330E-007,1423.750000,3.6040E-009,1423.750000,3.4212E001
1423.875000,1.5110E-007,1423.875000,1.4020E-008,1423.875000,1.0777E001
1424.000000,1.4100E-007,1424.000000,-4.8900E-009,1424.000000,1.4100E005
1424.125000,1.5480E-007,1424.125000,-7.4790E-009,1424.125000,1.5480E005
1424.250000,1.3730E-007,1424.250000,-2.7200E-008,1424.250000,1.3730E005
1424.375000,1.2160E-007,1424.375000,1.1100E-008,1424.375000,1.0955E001
1424.500000,1.1990E-007,1424.500000,5.1630E-009,1424.500000,2.3223E001
1424.625000,1.4670E-007,1424.625000,1.2950E-008,1424.625000,1.1328E001
1424.750000,1.6450E-007,1424.750000,1.7490E-008,1424.750000,9.4054E000
1424.875000,1.5500E-007,1424.875000,-2.5220E-008,1424.875000,1.5500E005
1425.000000,1.3740E-007,1425.000000,1.1830E-008,1425.000000,1.1615E001
1425.125000,1.9590E-007,1425.125000,5.4740E-009,1425.125000,3.5787E001
1425.250000,1.5980E-007,1425.250000,-2.8500E-008,1425.250000,1.5980E005
1425.375000,1.6710E-007,1425.375000,2.4710E-008,1425.375000,6.7624E000
1425.500000,1.5500E-007,1425.500000,-5.6230E-009,1425.500000,1.5500E005
1425.625000,1.3620E-007,1425.625000,3.3290E-008,1425.625000,4.0913E000
1425.750000,1.5640E-007,1425.750000,-8.0610E-009,1425.750000,1.5640E005
1425.875000,1.8470E-007,1425.875000,3.1760E-008,1425.875000,5.8155E000
1426.000000,1.7020E-007,1426.000000,8.4200E-009,1426.000000,2.0214E001
1426.125000,1.8580E-007,1426.125000,4.8990E-008,1426.125000,3.7926E000
1426.250000,1.8540E-007,1426.250000,-8.4410E-009,1426.250000,1.8540E005
1426.375000,1.6060E-007,1426.375000,4.7600E-008,1426.375000,3.3739E000
1426.500000,1.7740E-007,1426.500000,1.3460E-008,1426.500000,1.3180E001
1426.625000,2.1240E-007,1426.625000,7.0480E-009,1426.625000,3.0136E001
1426.750000,2.0920E-007,1426.750000,3.8270E-009,1426.750000,5.4664E001
1426.875000,2.0190E-007,1426.875000,2.1660E-008,1426.875000,9.3213E000
1427.000000,1.9250E-007,1427.000000,-6.1840E-009,1427.000000,1.9250E005
1427.125000,2.0890E-007,1427.125000,3.2060E-008,1427.125000,6.5159E000
1427.250000,1.7150E-007,1427.250000,3.5900E-008,1427.250000,4.7772E000
