
Wavelength(A),Level(A),Wavelength(B),Level(B),Wavelength(C),Level(C),Wavelength(J),Level(J)
1464.108500,1.0980E-004,1464.108500,1.3830E-007,1464.108500,8.2980E-007,1464.108500,7.9393E002
1464.125000,1.0990E-004,1464.125000,1.9670E-007,1464.125000,8.1350E-007,1464.125000,5.5872E002
1464.141500,1.1030E-004,1464.141500,1.2300E-007,1464.141500,7.9530E-007,1464.141500,8.9675E002
1464.158000,1.1020E-004,1464.158000,1.6310E-007,1464.158000,8.0710E-007,1464.158000,6.7566E002
1464.174500,1.1030E-004,1464.174500,1.4190E-007,1464.174500,8.3470E-007,1464.174500,7.7731E002
1464.191000,1.1020E-004,1464.191000,1.5090E-007,1464.191000,8.6320E-007,1464.191000,7.3028E002
1464.207500,1.1070E-004,1464.207500,1.5170E-007,1464.207500,7.9500E-007,1464.207500,7.2973E002
1464.224000,1.1070E-004,1464.224000,1.4890E-007,1464.224000,8.3110E-007,1464.224000,7.4345E002
1464.240500,1.1050E-004,1464.240500,1.7810E-007,1464.240500,7.9550E-007,1464.240500,6.2044E002
1464.257000,1.1070E-004,1464.257000,1.6830E-007,1464.257000,8.1480E-007,1464.257000,6.5775E002
1464.273500,1.1070E-004,1464.273500,1.4310E-007,1464.273500,8.0510E-007,1464.273500,7.7358E002
1464.290000,1.1110E-004,1464.290000,1.5050E-007,1464.290000,8.2010E-007,1464.290000,7.3821E002
1464.306500,1.1130E-004,1464.306500,1.8320E-007,1464.306500,7.9180E-007,1464.306500,6.0753E002
1464.323000,1.1120E-004,1464.323000,1.5200E-007,1464.323000,8.2420E-007,1464.323000,7.3158E002
1464.339500,1.1150E-004,1464.339500,1.4920E-007,1464.339500,8.1750E-007,1464.339500,7.4732E002
1464.356000,1.1200E-004,1464.356000,1.5820E-007,1464.356000,8.6210E-007,1464.356000,7.0796E002
1464.372500,1.1220E-004,1464.372500,1.3780E-007,1464.372500,8.7950E-007,1464.372500,8.1422E002
1464.389000,1.1230E-004,1464.389000,1.6150E-007,1464.389000,8.4200E-007,1464.389000,6.9536E002
1464.405500,1.1240E-004,1464.405500,1.7130E-007,1464.405500,8.2530E-007,1464.405500,6.5616E002
1464.422000,1.1240E-004,1464.422000,1.1360E-007,1464.422000,8.6490E-007,1464.422000,9.8944E002
1464.438500,1.1260E-004,1464.438500,1.5730E-007,1464.438500,8.7370E-007,1464.438500,7.1583E002
1464.455000,1.1260E-004,1464.455000,1.5590E-007,1464.455000,8.8360E-007,1464.455000,7.2226E002
1464.471500,1.1290E-004,1464.471500,1.4430E-007,1464.471500,8.6000E-007,1464.471500,7.8240E002
1464.488000,1.1270E-004,1464.488000,1.3640E-007,1464.488000,8.4600E-007,1464.488000,8.2625E002
1464.504500,1.1280E-004,1464.504500,1.8860E-007,1464.504500,8.2420E-007,1464.504500,5.9809E002
1464.521000,1.1320E-004,1464.521000,1.8110E-007,1464.521000,8.5630E-007,1464.521000,6.2507E002
1464.537500,1.1340E-004,1464.537500,1.8760E-007,1464.537500,8.2850E-007,1464.537500,6.0448E002
1464.554000,1.1350E-004,1464.554000,1.1130E-007,1464.554000,9.1720E-007,1464.554000,1.0198E003
1464.570500,1.1380E-004,1464.570500,1.7190E-007,1464.570500,8.7900E-007,1464.570500,6.6201E002
1464.587000,1.1420E-004,1464.587000,1.4500E-007,1464.587000,8.2530E-007,1464.587000,7.8759E002
1464.603500,1.1440E-004,1464.603500,1.7020E-007,1464.603500,8.0490E-007,1464.603500,6.7215E002
1464.620000,1.1450E-004,1464.620000,1.5960E-007,1464.620000,8.1650E-007,1464.620000,7.1742E002
1464.636500,1.1470E-004,1464.636500,1.5820E-007,1464.636500,8.5310E-007,1464.636500,7.2503E002
1464.653000,1.1460E-004,1464.653000,1.8380E-007,1464.653000,8.3300E-007,1464.653000,6.2350E002
1464.669500,1.1490E-004,1464.669500,1.6240E-007,1464.669500,8.5630E-007,1464.669500,7.0751E002
1464.686000,1.1490E-004,1464.686000,1.8210E-007,1464.686000,8.0490E-007,1464.686000,6.3097E002
1464.702500,1.1520E-004,1464.702500,1.3890E-007,1464.702500,8.5120E-007,1464.702500,8.2937E002
1464.719000,1.1520E-004,1464.719000,1.7560E-007,1464.719000,8.4070E-007,1464.719000,6.5604E002
1464.735500,1.1530E-004,1464.735500,1.7870E-007,1464.735500,8.9780E-007,1464.735500,6.4522E002
1464.752000,1.1530E-004,1464.752000,1.4790E-007,1464.752000,8.0760E-007,1464.752000,7.7958E002
1464.768500,1.1580E-004,1464.768500,1.5990E-007,1464.768500,8.5070E-007,1464.768500,7.2420E002
1464.785000,1.1600E-004,1464.785000,1.4450E-007,1464.785000,8.8240E-007,1464.785000,8.0277E002
1464.801500,1.1590E-004,1464.801500,1.5270E-007,1464.801500,8.3120E-007,1464.801500,7.5900E002
1464.818000,1.1640E-004,1464.818000,1.6520E-007,1464.818000,8.4110E-007,1464.818000,7.0460E002
1464.834500,1.1650E-004,1464.834500,1.6130E-007,1464.834500,8.6220E-007,1464.834500,7.2226E002
1464.851000,1.1660E-004,1464.851000,2.0030E-007,1464.851000,9.0400E-007,1464.851000,5.8213E002
1464.867500,1.1670E-004,1464.867500,1.9220E-007,1464.867500,8.7720E-007,1464.867500,6.0718E002
1464.884000,1.1710E-004,1464.884000,1.6480E-007,1464.884000,8.4810E-007,1464.884000,7.1056E002
1464.900500,1.1690E-004,1464.900500,1.9640E-007,1464.900500,8.8130E-007,1464.900500,5.9521E002
1464.917000,1.1670E-004,1464.917000,1.7140E-007,1464.917000,8.8350E-007,1464.917000,6.8086E002
1464.933500,1.1710E-004,1464.933500,1.8310E-007,1464.933500,9.0530E-007,1464.933500,6.3954E002
1464.950000,1.1700E-004,1464.950000,1.7280E-007,1464.950000,8.7190E-007,1464.950000,6.7708E002
1464.966500,1.1700E-004,1464.966500,1.3590E-007,1464.966500,8.8320E-007,1464.966500,8.6093E002
1464.983000,1.1710E-004,1464.983000,1.7150E-007,1464.983000,8.1830E-007,1464.983000,6.8280E002
1464.999500,1.1710E-004,1464.999500,1.5480E-007,1464.999500,8.4620E-007,1464.999500,7.5646E002
1465.016000,1.1740E-004,1465.016000,1.6460E-007,1465.016000,8.6970E-007,1465.016000,7.1324E002
1465.032500,1.1750E-004,1465.032500,1.8890E-007,1465.032500,8.0610E-007,1465.032500,6.2202E002
1465.049000,1.1780E-004,1465.049000,1.6790E-007,1465.049000,8.7450E-007,1465.049000,7.0161E002
1465.065500,1.1780E-004,1465.065500,1.4880E-007,1465.065500,8.1900E-007,1465.065500,7.9167E002
1465.082000,1.1780E-004,1465.082000,1.7770E-007,1465.082000,8.6250E-007,1465.082000,6.6292E002
1465.098500,1.1800E-004,1465.098500,1.5500E-007,1465.098500,9.1510E-007,1465.098500,7.6129E002
1465.115000,1.1810E-004,1465.115000,1.5340E-007,1465.115000,8.5600E-007,1465.115000,7.6988E002
1465.131500,1.1780E-004,1465.131500,1.8320E-007,1465.131500,8.7000E-007,1465.131500,6.4301E002
1465.148000,1.1720E-004,1465.148000,1.5830E-007,1465.148000,8.5350E-007,1465.148000,7.4037E002
1465.164500,1.1630E-004,1465.164500,1.5780E-007,1465.164500,8.4040E-007,1465.164500,7.3701E002
1465.181000,1.1500E-004,1465.181000,1.6850E-007,1465.181000,7.8960E-007,1465.181000,6.8249E002
1465.197500,1.1400E-004,1465.197500,1.7070E-007,1465.197500,8.5820E-007,1465.197500,6.6784E002
1465.214000,1.1490E-004,1465.214000,1.8000E-007,1465.214000,8.1450E-007,1465.214000,6.3833E002
1465.230500,1.1590E-004,1465.230500,1.7910E-007,1465.230500,8.8820E-007,1465.230500,6.4712E002
1465.247000,1.1630E-004,1465.247000,1.4430E-007,1465.247000,9.1560E-007,1465.247000,8.0596E002
1465.263500,1.1720E-004,1465.263500,1.8000E-007,1465.263500,8.9140E-007,1465.263500,6.5111E002
1465.280000,1.1770E-004,1465.280000,1.5420E-007,1465.280000,8.0010E-007,1465.280000,7.6329E002
1465.296500,1.1800E-004,1465.296500,1.7800E-007,1465.296500,8.3550E-007,1465.296500,6.6292E002
1465.313000,1.1760E-004,1465.313000,1.6110E-007,1465.313000,9.2550E-007,1465.313000,7.2998E002
1465.329500,1.1700E-004,1465.329500,1.4260E-007,1465.329500,8.6580E-007,1465.329500,8.2048E002
1465.346000,1.1720E-004,1465.346000,1.6480E-007,1465.346000,8.6810E-007,1465.346000,7.1117E002
1465.362500,1.1850E-004,1465.362500,1.8650E-007,1465.362500,8.6510E-007,1465.362500,6.3539E002
1465.379000,1.1920E-004,1465.379000,1.4910E-007,1465.379000,8.8290E-007,1465.379000,7.9946E002
1465.395500,1.1980E-004,1465.395500,1.8460E-007,1465.395500,9.4010E-007,1465.395500,6.4897E002
1465.412000,1.2000E-004,1465.412000,2.2010E-007,1465.412000,8.9130E-007,1465.412000,5.4521E002
1465.428500,1.2040E-004,1465.428500,1.3610E-007,1465.428500,8.5140E-007,1465.428500,8.8464E002
1465.445000,1.2050E-004,1465.445000,1.8200E-007,1465.445000,8.4160E-007,1465.445000,6.6209E002
1465.461500,1.2060E-004,1465.461500,1.5930E-007,1465.461500,8.6510E-007,1465.461500,7.5706E002
1465.478000,1.2070E-004,1465.478000,1.5850E-007,1465.478000,8.5420E-007,1465.478000,7.6151E002
1465.494500,1.2110E-004,1465.494500,1.8820E-007,1465.494500,8.9750E-007,1465.494500,6.4346E002
1465.511000,1.2120E-004,1465.511000,1.5880E-007,1465.511000,9.3960E-007,1465.511000,7.6322E002
1465.527500,1.2170E-004,1465.527500,1.6470E-007,1465.527500,9.0580E-007,1465.527500,7.3892E002
1465.544000,1.2200E-004,1465.544000,1.8390E-007,1465.544000,8.4120E-007,1465.544000,6.6340E002
1465.560500,1.2210E-004,1465.560500,1.6000E-007,1465.560500,9.2510E-007,1465.560500,7.6313E002
1465.577000,1.2240E-004,1465.577000,1.9610E-007,1465.577000,8.3860E-007,1465.577000,6.2417E002
1465.593500,1.2220E-004,1465.593500,1.9370E-007,1465.593500,9.6000E-007,1465.593500,6.3087E002
1465.610000,1.2260E-004,1465.610000,1.4580E-007,1465.610000,8.8680E-007,1465.610000,8.4088E002
1465.626500,1.2250E-004,1465.626500,1.3410E-007,1465.626500,9.4030E-007,1465.626500,9.1350E002
1465.643000,1.2260E-004,1465.643000,2.1070E-007,1465.643000,8.2320E-007,1465.643000,5.8187E002
1465.659500,1.2280E-004,1465.659500,1.7030E-007,1465.659500,8.8700E-007,1465.659500,7.2108E002
1465.676000,1.2270E-004,1465.676000,1.5610E-007,1465.676000,9.5420E-007,1465.676000,7.8603E002
1465.692500,1.2310E-004,1465.692500,1.9910E-007,1465.692500,9.6470E-007,1465.692500,6.1828E002
1465.709000,1.2290E-004,1465.709000,1.8840E-007,1465.709000,8.3240E-007,1465.709000,6.5234E002
1465.725500,1.2360E-004,1465.725500,1.8410E-007,1465.725500,9.2510E-007,1465.725500,6.7137E002
1465.742000,1.2390E-004,1465.742000,1.7310E-007,1465.742000,8.6840E-007,1465.742000,7.1577E002
1465.758500,1.2400E-004,1465.758500,1.5940E-007,1465.758500,8.9300E-007,1465.758500,7.7792E002
1465.775000,1.2390E-004,1465.775000,1.7990E-007,1465.775000,9.7600E-007,1465.775000,6.8872E002
1465.791500,1.2440E-004,1465.791500,1.4880E-007,1465.791500,8.3990E-007,1465.791500,8.3602E002
1465.808000,1.2450E-004,1465.808000,1.8630E-007,1465.808000,8.9870E-007,1465.808000,6.6828E002
1465.824500,1.2460E-004,1465.824500,1.7410E-007,1465.824500,9.0180E-007,1465.824500,7.1568E002
1465.841000,1.2480E-004,1465.841000,1.6900E-007,1465.841000,9.4710E-007,1465.841000,7.3846E002
1465.857500,1.2490E-004,1465.857500,1.8320E-007,1465.857500,9.0370E-007,1465.857500,6.8177E002
1465.874000,1.2490E-004,1465.874000,1.5960E-007,1465.874000,8.7590E-007,1465.874000,7.8258E002
1465.890500,1.2450E-004,1465.890500,1.8820E-007,1465.890500,8.6920E-007,1465.890500,6.6153E002
1465.907000,1.2480E-004,1465.907000,1.9630E-007,1465.907000,9.5120E-007,1465.907000,6.3576E002
1465.923500,1.2490E-004,1465.923500,1.7250E-007,1465.923500,9.3790E-007,1465.923500,7.2406E002
1465.940000,1.2480E-004,1465.940000,1.7970E-007,1465.940000,9.0540E-007,1465.940000,6.9449E002
1465.956500,1.2510E-004,1465.956500,2.0000E-007,1465.956500,9.2870E-007,1465.956500,6.2550E002
1465.973000,1.2520E-004,1465.973000,1.6910E-007,1465.973000,9.1840E-007,1465.973000,7.4039E002
1465.989500,1.2520E-004,1465.989500,1.7210E-007,1465.989500,9.3920E-007,1465.989500,7.2748E002
1466.006000,1.2490E-004,1466.006000,2.0020E-007,1466.006000,9.1610E-007,1466.006000,6.2388E002
1466.022500,1.2460E-004,1466.022500,1.7090E-007,1466.022500,8.7840E-007,1466.022500,7.2908E002
1466.039000,1.2410E-004,1466.039000,1.7200E-007,1466.039000,9.0200E-007,1466.039000,7.2151E002
1466.055500,1.2390E-004,1466.055500,1.8060E-007,1466.055500,9.0860E-007,1466.055500,6.8605E002
1466.072000,1.2470E-004,1466.072000,1.7680E-007,1466.072000,9.3360E-007,1466.072000,7.0532E002
1466.088500,1.2520E-004,1466.088500,1.3650E-007,1466.088500,8.5140E-007,1466.088500,9.1722E002
1466.105000,1.2560E-004,1466.105000,1.9230E-007,1466.105000,8.9980E-007,1466.105000,6.5315E002
1466.121500,1.2610E-004,1466.121500,1.7400E-007,1466.121500,8.7350E-007,1466.121500,7.2471E002
1466.138000,1.2600E-004,1466.138000,1.8680E-007,1466.138000,9.0350E-007,1466.138000,6.7452E002
1466.154500,1.2620E-004,1466.154500,1.8260E-007,1466.154500,8.7370E-007,1466.154500,6.9113E002
1466.171000,1.2650E-004,1466.171000,1.7310E-007,1466.171000,8.7050E-007,1466.171000,7.3079E002
1466.187500,1.2650E-004,1466.187500,1.7900E-007,1466.187500,9.1630E-007,1466.187500,7.0670E002
1466.204000,1.2670E-004,1466.204000,1.8950E-007,1466.204000,9.0240E-007,1466.204000,6.6860E002
1466.220500,1.2710E-004,1466.220500,1.8950E-007,1466.220500,9.2320E-007,1466.220500,6.7071E002
1466.237000,1.2740E-004,1466.237000,1.7940E-007,1466.237000,8.8830E-007,1466.237000,7.1014E002
1466.253500,1.2750E-004,1466.253500,1.9720E-007,1466.253500,8.9810E-007,1466.253500,6.4655E002
1466.270000,1.2750E-004,1466.270000,1.9530E-007,1466.270000,9.5800E-007,1466.270000,6.5284E002
1466.286500,1.2780E-004,1466.286500,1.7970E-007,1466.286500,9.1970E-007,1466.286500,7.1119E002
1466.303000,1.2740E-004,1466.303000,1.9480E-007,1466.303000,8.8780E-007,1466.303000,6.5400E002
1466.319500,1.2780E-004,1466.319500,1.5840E-007,1466.319500,9.2360E-007,1466.319500,8.0682E002
1466.336000,1.2770E-004,1466.336000,1.8660E-007,1466.336000,9.1480E-007,1466.336000,6.8435E002
1466.352500,1.2750E-004,1466.352500,2.2180E-007,1466.352500,9.3640E-007,1466.352500,5.7484E002
1466.369000,1.2770E-004,1466.369000,1.6740E-007,1466.369000,9.2380E-007,1466.369000,7.6284E002
1466.385500,1.2750E-004,1466.385500,2.2860E-007,1466.385500,9.3660E-007,1466.385500,5.5774E002
1466.402000,1.2680E-004,1466.402000,1.5880E-007,1466.402000,9.4030E-007,1466.402000,7.9849E002
1466.418500,1.2600E-004,1466.418500,1.7950E-007,1466.418500,8.9130E-007,1466.418500,7.0195E002
1466.435000,1.2520E-004,1466.435000,1.7310E-007,1466.435000,8.3970E-007,1466.435000,7.2328E002
1466.451500,1.2600E-004,1466.451500,1.6970E-007,1466.451500,8.4380E-007,1466.451500,7.4249E002
1466.468000,1.2770E-004,1466.468000,2.1090E-007,1466.468000,8.9110E-007,1466.468000,6.0550E002
1466.484500,1.2840E-004,1466.484500,1.7500E-007,1466.484500,9.2740E-007,1466.484500,7.3371E002
1466.501000,1.2900E-004,1466.501000,1.9870E-007,1466.501000,9.5120E-007,1466.501000,6.4922E002
1466.517500,1.2910E-004,1466.517500,2.0660E-007,1466.517500,8.8120E-007,1466.517500,6.2488E002
1466.534000,1.2960E-004,1466.534000,1.8350E-007,1466.534000,8.8550E-007,1466.534000,7.0627E002
1466.550500,1.2970E-004,1466.550500,1.9440E-007,1466.550500,9.7990E-007,1466.550500,6.6718E002
1466.567000,1.2990E-004,1466.567000,1.9860E-007,1466.567000,8.9730E-007,1466.567000,6.5408E002
1466.583500,1.2960E-004,1466.583500,1.7130E-007,1466.583500,8.6550E-007,1466.583500,7.5657E002
1466.600000,1.2990E-004,1466.600000,1.8060E-007,1466.600000,9.6920E-007,1466.600000,7.1927E002
1466.616500,1.3000E-004,1466.616500,1.9410E-007,1466.616500,9.8050E-007,1466.616500,6.6976E002
1466.633000,1.2980E-004,1466.633000,1.9450E-007,1466.633000,9.6450E-007,1466.633000,6.6735E002
1466.649500,1.2990E-004,1466.649500,1.7610E-007,1466.649500,9.5100E-007,1466.649500,7.3765E002
1466.666000,1.2940E-004,1466.666000,1.9980E-007,1466.666000,9.2560E-007,1466.666000,6.4765E002
1466.682500,1.2920E-004,1466.682500,1.8280E-007,1466.682500,9.5250E-007,1466.682500,7.0678E002
1466.699000,1.2990E-004,1466.699000,2.2700E-007,1466.699000,9.4890E-007,1466.699000,5.7225E002
1466.715500,1.3070E-004,1466.715500,1.9060E-007,1466.715500,8.9050E-007,1466.715500,6.8573E002
1466.732000,1.3130E-004,1466.732000,1.7030E-007,1466.732000,8.8560E-007,1466.732000,7.7099E002
1466.748500,1.3170E-004,1466.748500,1.8210E-007,1466.748500,9.2240E-007,1466.748500,7.2323E002
1466.765000,1.3200E-004,1466.765000,2.0520E-007,1466.765000,9.5120E-007,1466.765000,6.4327E002
1466.781500,1.3210E-004,1466.781500,2.1420E-007,1466.781500,9.7280E-007,1466.781500,6.1671E002
1466.798000,1.3210E-004,1466.798000,1.8130E-007,1466.798000,9.1870E-007,1466.798000,7.2863E002
1466.814500,1.3200E-004,1466.814500,2.0070E-007,1466.814500,9.1590E-007,1466.814500,6.5770E002
1466.831000,1.3220E-004,1466.831000,2.2610E-007,1466.831000,9.5920E-007,1466.831000,5.8470E002
1466.847500,1.3220E-004,1466.847500,1.6170E-007,1466.847500,9.4530E-007,1466.847500,8.1756E002
1466.864000,1.3230E-004,1466.864000,1.9470E-007,1466.864000,9.3800E-007,1466.864000,6.7951E002
1466.880500,1.3220E-004,1466.880500,1.9900E-007,1466.880500,9.1590E-007,1466.880500,6.6432E002
1466.897000,1.3280E-004,1466.897000,1.7080E-007,1466.897000,9.2660E-007,1466.897000,7.7752E002
1466.913500,1.3280E-004,1466.913500,1.7260E-007,1466.913500,9.4080E-007,1466.913500,7.6941E002
1466.930000,1.3280E-004,1466.930000,1.9770E-007,1466.930000,9.3160E-007,1466.930000,6.7172E002
1466.946500,1.3320E-004,1466.946500,2.0840E-007,1466.946500,9.5980E-007,1466.946500,6.3916E002
1466.963000,1.3300E-004,1466.963000,1.9580E-007,1466.963000,9.1300E-007,1466.963000,6.7926E002
1466.979500,1.3310E-004,1466.979500,1.9430E-007,1466.979500,9.2920E-007,1466.979500,6.8502E002
1466.996000,1.3290E-004,1466.996000,1.7420E-007,1466.996000,9.5980E-007,1466.996000,7.6292E002
1467.012500,1.3180E-004,1467.012500,1.7210E-007,1467.012500,9.4550E-007,1467.012500,7.6583E002
1467.029000,1.3020E-004,1467.029000,1.3760E-007,1467.029000,9.4870E-007,1467.029000,9.4622E002
1467.045500,1.2840E-004,1467.045500,2.1400E-007,1467.045500,9.0060E-007,1467.045500,6.0000E002
1467.062000,1.2780E-004,1467.062000,2.0540E-007,1467.062000,8.8690E-007,1467.062000,6.2220E002
1467.078500,1.2980E-004,1467.078500,2.1100E-007,1467.078500,9.6020E-007,1467.078500,6.1517E002
1467.095000,1.3170E-004,1467.095000,1.7500E-007,1467.095000,8.8390E-007,1467.095000,7.5257E002
1467.111500,1.3280E-004,1467.111500,2.0470E-007,1467.111500,9.0760E-007,1467.111500,6.4875E002
1467.128000,1.3330E-004,1467.128000,2.1400E-007,1467.128000,9.3290E-007,1467.128000,6.2290E002
1467.144500,1.3350E-004,1467.144500,1.7870E-007,1467.144500,9.0270E-007,1467.144500,7.4706E002
1467.161000,1.3420E-004,1467.161000,2.1590E-007,1467.161000,9.5470E-007,1467.161000,6.2158E002
1467.177500,1.3430E-004,1467.177500,1.6080E-007,1467.177500,9.8080E-007,1467.177500,8.3520E002
1467.194000,1.3450E-004,1467.194000,1.7490E-007,1467.194000,9.0910E-007,1467.194000,7.6901E002
1467.210500,1.3480E-004,1467.210500,2.2780E-007,1467.210500,9.2510E-007,1467.210500,5.9175E002
1467.227000,1.3480E-004,1467.227000,2.1540E-007,1467.227000,9.4200E-007,1467.227000,6.2581E002
1467.243500,1.3510E-004,1467.243500,2.2980E-007,1467.243500,9.6070E-007,1467.243500,5.8790E002
1467.260000,1.3500E-004,1467.260000,2.0070E-007,1467.260000,9.3880E-007,1467.260000,6.7265E002
1467.276500,1.3510E-004,1467.276500,2.0690E-007,1467.276500,9.2200E-007,1467.276500,6.5297E002
1467.293000,1.3500E-004,1467.293000,1.5350E-007,1467.293000,1.0170E-006,1467.293000,8.7948E002
1467.309500,1.3510E-004,1467.309500,1.9130E-007,1467.309500,9.1470E-007,1467.309500,7.0622E002
1467.326000,1.3510E-004,1467.326000,1.9830E-007,1467.326000,9.4400E-007,1467.326000,6.8129E002
1467.342500,1.3550E-004,1467.342500,1.8460E-007,1467.342500,9.6900E-007,1467.342500,7.3402E002
1467.359000,1.3540E-004,1467.359000,2.0300E-007,1467.359000,9.3460E-007,1467.359000,6.6700E002
1467.375500,1.3590E-004,1467.375500,1.8960E-007,1467.375500,1.0120E-006,1467.375500,7.1677E002
1467.392000,1.3580E-004,1467.392000,2.1310E-007,1467.392000,1.0020E-006,1467.392000,6.3726E002
1467.408500,1.3630E-004,1467.408500,2.0950E-007,1467.408500,9.9490E-007,1467.408500,6.5060E002
1467.425000,1.3610E-004,1467.425000,2.1740E-007,1467.425000,9.6640E-007,1467.425000,6.2603E002
1467.441500,1.3640E-004,1467.441500,1.9940E-007,1467.441500,9.9900E-007,1467.441500,6.8405E002
1467.458000,1.3650E-004,1467.458000,2.1670E-007,1467.458000,8.8580E-007,1467.458000,6.2990E002
1467.474500,1.3670E-004,1467.474500,1.9600E-007,1467.474500,9.8970E-007,1467.474500,6.9745E002
1467.491000,1.3670E-004,1467.491000,2.1500E-007,1467.491000,9.9380E-007,1467.491000,6.3581E002
1467.507500,1.3680E-004,1467.507500,1.9940E-007,1467.507500,9.6170E-007,1467.507500,6.8606E002
1467.524000,1.3690E-004,1467.524000,2.1550E-007,1467.524000,1.0180E-006,1467.524000,6.3527E002
1467.540500,1.3710E-004,1467.540500,1.8090E-007,1467.540500,9.6990E-007,1467.540500,7.5788E002
1467.557000,1.3730E-004,1467.557000,1.9640E-007,1467.557000,9.7070E-007,1467.557000,6.9908E002
1467.573500,1.3730E-004,1467.573500,2.0150E-007,1467.573500,9.9570E-007,1467.573500,6.8139E002
1467.590000,1.3730E-004,1467.590000,2.0470E-007,1467.590000,9.4970E-007,1467.590000,6.7074E002
1467.606500,1.3760E-004,1467.606500,2.0030E-007,1467.606500,9.5680E-007,1467.606500,6.8697E002
1467.623000,1.3790E-004,1467.623000,2.1140E-007,1467.623000,9.8360E-007,1467.623000,6.5232E002
1467.639500,1.3800E-004,1467.639500,1.8810E-007,1467.639500,9.6660E-007,1467.639500,7.3365E002
1467.656000,1.3840E-004,1467.656000,2.3390E-007,1467.656000,9.6560E-007,1467.656000,5.9171E002
1467.672500,1.3850E-004,1467.672500,2.2270E-007,1467.672500,9.4800E-007,1467.672500,6.2191E002
1467.689000,1.3870E-004,1467.689000,1.8520E-007,1467.689000,9.3280E-007,1467.689000,7.4892E002
1467.705500,1.3870E-004,1467.705500,1.9790E-007,1467.705500,1.0340E-006,1467.705500,7.0086E002
1467.722000,1.3870E-004,1467.722000,2.2120E-007,1467.722000,1.0330E-006,1467.722000,6.2703E002
1467.738500,1.3890E-004,1467.738500,2.4070E-007,1467.738500,9.5490E-007,1467.738500,5.7707E002
1467.755000,1.3890E-004,1467.755000,2.0000E-007,1467.755000,9.6690E-007,1467.755000,6.9450E002
1467.771500,1.3820E-004,1467.771500,2.3640E-007,1467.771500,9.3200E-007,1467.771500,5.8460E002
1467.788000,1.3780E-004,1467.788000,1.8940E-007,1467.788000,9.9510E-007,1467.788000,7.2756E002
